Student ID,Study Hours per Week,Attendance Rate,Previous Grades,Passed
S08287,10.80,67.50,,Yes
S08288,4.90,52.10,64.10,Yes
S08289,6.80,69.20,41.00,No
S08290,0.50,69.90,83.80,Yes
S08291,9.60,56.70,62.30,No
S08292,21.10,88.00,72.20,Yes
S08293,14.00,54.60,74.00,Yes
S08294,21.00,,52.50,Yes
S08295,14.40,,46.50,Yes
S08296,15.10,61.80,50.50,No
S08297,19.90,85.80,62.10,No
S08298,11.90,75.70,,Yes
S08299,9.10,90.20,93.00,Yes
S08300,15.20,35.00,78.50,Yes
S08301,,85.30,35.50,Yes
S08302,7.60,64.60,62.70,No
S08303,6.40,75.80,30.90,No
S08304,10.70,150.00,79.40,Yes
S08305,14.20,101.90,62.00,Yes
S08306,14.00,37.80,,No
S08307,2.90,107.30,61.50,No
S08308,19.60,89.10,66.10,No
S08309,6.80,78.00,54.70,Yes
S08310,8.70,46.30,66.50,No
S08311,5.50,41.60,50.70,Yes
S08312,23.50,63.80,69.40,No
S08313,11.20,87.70,69.10,Yes
S08314,5.70,74.90,72.20,No
S08315,14.30,86.60,63.50,Yes
S08316,13.80,45.70,80.60,Yes
S08317,9.10,75.90,92.30,No
S08318,14.20,96.90,42.00,No
S08319,5.90,104.00,46.00,No
S08320,7.50,49.90,62.40,No
S08321,-0.10,,58.20,No
S08322,3.40,68.20,72.10,No
S08323,19.00,62.50,72.10,No
S08324,18.20,93.20,69.50,Yes
S08325,10.30,132.40,40.10,Yes
S08326,18.30,52.70,67.90,No
S08327,9.20,83.50,92.80,Yes
S08328,,80.90,72.70,Yes
S08329,10.30,81.30,64.00,No
S08330,9.40,101.70,74.30,No
S08331,8.90,82.50,52.00,Yes
S08332,15.70,32.30,71.30,No
S08333,10.80,,64.70,Yes
S08334,13.60,53.70,47.80,Yes
S08335,15.20,60.00,68.70,No
S08336,11.90,72.20,65.70,Yes
S08337,5.10,70.70,,Yes
S08338,3.20,38.50,67.00,Yes
S08339,10.70,42.80,68.10,Yes
S08340,9.10,32.60,67.20,nan
S08341,10.40,43.90,67.00,nan
S08342,9.90,94.80,82.10,No
S08343,22.90,69.60,75.70,No
S08344,3.30,55.90,50.90,No
S08345,0.10,36.60,63.10,No
S08346,11.70,54.70,43.90,Yes
S08347,8.10,87.10,87.40,Yes
S08348,,84.50,54.60,No
S08349,12.90,70.00,53.60,Yes
S08350,16.40,69.70,92.40,No
S08351,2.50,39.60,56.10,Yes
S08352,-1.00,59.50,50.80,Yes
S08353,12.10,86.10,74.90,Yes
S08354,13.90,61.50,64.90,Yes
S08355,21.00,107.50,51.60,Yes
S08356,14.80,99.10,70.10,Yes
S08357,9.70,65.90,74.40,No
S08358,5.50,69.70,77.90,Yes
S08359,7.20,119.50,200.00,Yes
S08360,7.00,91.90,,Yes
S08361,13.30,76.40,77.70,Yes
S08362,11.30,78.70,58.10,Yes
S08363,3.40,78.00,90.60,nan
S08364,7.80,74.70,74.80,Yes
S08365,14.40,53.60,85.90,Yes
S08366,11.80,67.00,62.90,No
S08367,12.80,46.30,77.70,No
S08368,11.90,89.50,69.10,No
S08369,18.10,72.40,79.60,No
S08370,11.20,90.50,58.70,Yes
S08371,8.10,49.50,56.70,Yes
S08372,5.40,103.40,83.50,Yes
S08373,11.20,101.00,68.60,Yes
S08374,-2.20,43.50,79.70,Yes
S08375,9.10,64.90,43.80,No
S08376,9.00,67.10,52.90,Yes
S08377,3.20,46.20,57.20,Yes
S08378,5.40,69.80,84.50,nan
S08379,14.00,86.20,83.90,No
S08380,11.20,65.60,66.30,No
S08381,,40.70,72.20,No
S08382,11.50,90.40,67.50,No
S08383,10.50,59.20,50.00,No
S08384,16.20,61.30,65.90,Yes
S08385,10.60,108.60,51.50,No
S08386,2.70,82.90,59.30,Yes
S08387,18.20,58.80,61.60,Yes
S08388,11.90,51.20,89.80,No
S08389,7.10,,67.40,Yes
S08390,3.70,,58.90,Yes
S08391,12.00,64.90,74.20,No
S08392,9.40,49.80,55.10,No
S08393,17.90,82.70,104.90,Yes
S08394,8.30,86.90,71.50,Yes
S08395,5.80,67.50,27.90,nan
S08396,14.50,52.90,52.90,Yes
S08397,14.60,75.50,92.00,No
S08398,10.80,84.20,,Yes
S08399,13.40,65.30,57.90,Yes
S08400,9.80,80.20,71.10,No
S08401,11.20,82.20,41.20,Yes
S08402,15.80,97.90,50.40,No
S08403,13.10,66.60,43.90,Yes
S08404,9.20,52.20,59.50,Yes
S08405,16.80,73.70,89.10,Yes
S08406,-1.80,108.80,74.00,No
S08407,20.30,39.70,72.20,No
S08408,1.50,28.70,55.10,No
S08409,6.90,72.80,76.70,No
S08410,9.80,,53.40,Yes
S08411,9.30,70.80,61.90,Yes
S08412,15.00,70.10,,No
S08413,4.70,95.10,63.80,No
S08414,11.30,,78.70,Yes
S08415,7.10,91.40,62.00,No
S08416,11.50,25.40,85.40,No
S08417,9.70,64.40,71.30,No
S08418,,,51.80,No
S08419,7.30,29.30,56.80,Yes
S08420,7.40,77.10,61.70,Yes
S08421,11.40,73.00,79.40,Yes
S08422,14.70,65.70,92.60,No
S08423,7.00,72.50,42.70,Yes
S08424,5.70,77.10,59.20,No
S08425,13.10,95.30,,nan
S08426,9.80,87.90,64.20,No
S08427,14.20,81.60,62.70,Yes
S08428,5.50,121.10,73.60,No
S08429,1.10,60.80,44.80,No
S08430,7.30,47.80,74.10,nan
S08431,6.20,98.50,69.60,nan
S08432,9.60,112.30,68.00,Yes
S08433,6.80,62.30,81.20,No
S08434,13.70,102.60,64.00,Yes
S08435,8.60,64.30,65.60,No
S08436,10.80,86.70,67.70,No
S08437,10.80,,34.30,Yes
S08438,11.00,62.40,80.70,No
S08439,9.90,111.90,73.90,Yes
S08440,12.60,114.20,,No
S08441,6.00,54.60,70.10,Yes
S08442,17.00,79.00,85.40,No
S08443,8.80,93.30,68.20,nan
S08444,3.40,37.30,61.80,No
S08445,10.90,75.50,39.00,No
S08446,5.70,41.90,45.90,No
S08447,13.30,88.30,60.40,Yes
S08448,21.00,76.70,66.50,No
S08449,6.10,67.50,56.10,No
S08450,11.70,43.70,61.60,No
S08451,1.20,63.00,51.40,Yes
S08452,12.30,85.40,79.20,No
S08453,5.60,74.20,60.70,Yes
S08454,6.90,98.90,82.70,No
S08455,4.50,97.60,,Yes
S08456,13.70,96.70,,No
S08457,15.00,64.20,72.00,Yes
S08458,10.10,80.90,67.40,No
S08459,5.70,55.70,48.40,Yes
S08460,17.90,49.80,59.90,Yes
S08461,6.20,98.60,33.80,No
S08462,-0.80,51.30,89.60,No
S08463,12.30,49.10,14.60,Yes
S08464,4.50,77.10,77.60,No
S08465,14.90,69.60,66.60,No
S08466,8.10,71.30,39.00,No
S08467,13.00,121.10,68.90,Yes
S08468,17.00,55.10,48.40,Yes
S08469,4.00,84.90,71.50,No
S08470,7.20,76.70,64.10,Yes
S08471,9.60,,68.40,No
S08472,17.70,,59.50,Yes
S08473,6.70,150.00,84.90,Yes
S08474,7.00,77.30,49.80,No
S08475,12.40,46.30,54.90,No
S08476,7.10,38.90,62.40,Yes
S08477,10.80,74.60,63.50,No
S08478,2.20,,,Yes
S08479,21.10,68.00,35.10,Yes
S08480,3.30,70.70,70.30,nan
S08481,8.40,98.00,69.90,No
S08482,9.80,72.00,90.50,No
S08483,19.60,90.50,83.80,No
S08484,3.40,128.30,66.00,Yes
S08485,19.90,63.50,54.90,Yes
S08486,13.80,71.50,81.90,Yes
S08487,12.10,82.90,52.30,No
S08488,5.10,104.80,78.40,Yes
S08489,12.90,72.70,43.50,No
S08490,6.40,,94.50,No
S08491,16.30,82.00,,Yes
S08492,5.10,73.60,50.20,No
S08493,9.40,66.60,36.40,No
S08494,7.20,62.80,59.00,No
S08495,5.10,136.30,71.50,nan
S08496,13.70,44.20,56.00,Yes
S08497,12.70,46.10,51.70,Yes
S08498,16.00,79.90,43.30,Yes
S08499,1.10,79.10,69.20,No
S08500,15.30,83.50,75.40,No
S08501,22.50,,67.50,Yes
S08502,7.70,54.50,75.40,No
S08503,19.50,69.30,46.80,No
S08504,8.70,93.20,55.50,No
S08505,3.10,54.60,62.00,No
S08506,8.50,78.00,84.20,No
S08507,15.20,64.80,84.10,Yes
S08508,5.80,44.50,76.90,Yes
S08509,7.00,49.40,76.50,Yes
S08510,13.00,93.20,53.20,Yes
S08511,10.00,62.90,66.50,No
S08512,12.90,99.90,40.00,nan
S08513,11.20,74.30,76.50,No
S08514,12.40,47.60,61.30,No
S08515,7.80,84.50,95.60,Yes
S08516,11.20,59.00,68.90,Yes
S08517,5.40,67.50,53.70,Yes
S08518,16.40,97.70,60.90,No
S08519,6.80,49.20,55.50,No
S08520,,66.00,56.30,Yes
S08521,8.80,,64.70,Yes
S08522,11.00,51.20,50.20,No
S08523,7.50,65.50,64.10,No
S08524,4.90,57.80,35.40,No
S08525,1.30,69.50,67.40,Yes
S08526,,87.80,53.60,Yes
S08527,8.40,60.00,44.80,Yes
S08528,11.10,45.60,75.90,Yes
S08529,15.10,87.80,38.50,No
S08530,7.80,59.80,74.40,No
S08531,5.60,111.60,72.00,No
S08532,2.80,66.80,51.60,Yes
S08533,12.40,72.30,60.90,No
S08534,,28.90,69.00,No
S08535,16.30,51.80,68.50,Yes
S08536,13.50,29.40,78.70,No
S08537,13.20,80.90,76.00,No
S08538,18.50,73.40,80.50,Yes
S08539,11.70,87.60,82.30,No
S08540,13.20,91.10,66.70,No
S08541,8.40,94.20,60.60,nan
S08542,3.20,70.50,63.20,No
S08543,6.60,76.70,,Yes
S08544,10.00,86.60,86.70,Yes
S08545,10.30,59.10,53.60,Yes
S08546,19.60,56.20,82.00,No
S08547,10.40,105.80,57.80,No
S08548,15.90,38.90,81.60,No
S08549,7.80,85.00,75.90,Yes
S08550,8.40,81.80,64.40,No
S08551,3.40,52.50,,No
S08552,6.30,61.60,48.40,No
S08553,12.60,67.90,73.70,No
S08554,10.00,,79.20,No
S08555,14.70,82.00,85.10,Yes
S08556,10.90,74.40,60.10,No
S08557,8.20,78.80,98.00,Yes
S08558,20.70,88.20,60.20,Yes
S08559,9.50,87.30,58.30,Yes
S08560,15.80,105.70,62.50,Yes
S08561,8.00,95.90,62.60,No
S08562,13.50,75.40,43.50,Yes
S08563,14.60,87.80,48.00,No
S08564,11.00,83.50,46.70,No
S08565,-1.80,78.30,68.50,No
S08566,10.10,57.60,87.40,Yes
S08567,16.20,78.20,200.00,Yes
S08568,12.60,33.70,,No
S08569,12.20,96.40,52.90,No
S08570,1.40,82.00,74.90,No
S08571,6.40,71.80,69.00,Yes
S08572,12.10,66.60,78.80,No
S08573,12.10,88.10,49.90,No
S08574,16.10,111.80,64.40,Yes
S08575,,82.50,61.50,Yes
S08576,12.00,113.00,,nan
S08577,10.10,90.70,79.90,No
S08578,5.10,58.90,56.40,No
S08579,-1.30,84.80,58.30,Yes
S08580,12.20,82.80,53.10,No
S08581,10.90,58.90,97.40,No
S08582,6.90,66.80,50.70,Yes
S08583,1.90,66.40,73.90,nan
S08584,13.10,77.00,44.50,Yes
S08585,8.70,69.40,71.90,Yes
S08586,12.80,80.40,47.80,No
S08587,19.30,83.60,67.30,No
S08588,,100.40,69.70,No
S08589,6.50,,63.90,No
S08590,9.00,61.00,,No
S08591,17.30,117.20,72.00,Yes
S08592,1.80,61.10,54.80,Yes
S08593,19.70,67.20,72.40,Yes
S08594,10.70,86.90,68.40,No
S08595,9.50,132.90,79.40,No
S08596,9.00,83.00,43.20,Yes
S08597,7.80,62.20,66.70,Yes
S08598,15.20,42.20,66.40,No
S08599,4.70,40.90,59.40,No
S08600,11.70,75.20,80.90,No
S08601,8.10,85.90,54.30,Yes
S08602,6.20,46.60,75.70,Yes
S08603,22.90,79.40,54.10,No
S08604,12.10,48.70,84.90,Yes
S08605,13.10,56.50,71.10,Yes
S08606,15.70,87.60,41.60,No
S08607,2.90,60.00,82.10,No
S08608,18.80,101.20,73.40,Yes
S08609,-2.50,63.30,66.40,No
S08610,6.20,97.20,55.40,Yes
S08611,7.70,120.30,52.20,No
S08612,12.90,60.10,72.60,No
S08613,11.10,124.30,41.90,Yes
S08614,9.20,75.30,54.90,No
S08615,9.90,62.30,75.50,Yes
S08616,5.10,69.10,43.90,Yes
S08617,2.50,66.90,44.60,No
S08618,13.60,103.00,72.80,Yes
S08619,13.50,101.40,61.00,No
S08620,17.90,101.10,90.00,Yes
S08621,6.00,49.00,60.40,Yes
S08622,13.50,78.80,41.70,No
S08623,8.60,44.00,82.00,Yes
S08624,16.00,95.20,45.10,No
S08625,15.10,65.30,49.90,Yes
S08626,11.10,85.10,60.00,Yes
S08627,8.30,65.00,67.40,No
S08628,14.80,39.90,70.70,Yes
S08629,13.20,92.70,79.40,No
S08630,6.60,94.20,26.40,No
S08631,3.40,77.80,50.90,No
S08632,8.60,32.80,80.90,Yes
S08633,17.60,90.00,51.60,nan
S08634,15.70,,64.20,Yes
S08635,4.40,85.30,85.20,Yes
S08636,4.20,65.20,62.40,Yes
S08637,16.40,67.20,61.10,Yes
S08638,4.30,85.00,62.60,Yes
S08639,12.50,58.60,84.30,No
S08640,6.90,,41.00,Yes
S08641,18.10,,91.80,Yes
S08642,6.10,118.30,61.60,Yes
S08643,15.70,73.50,59.90,No
S08644,10.90,91.80,52.80,No
S08645,11.30,51.60,48.00,No
S08646,0.10,108.90,29.90,No
S08647,-1.00,,83.30,No
S08648,8.90,72.40,31.80,Yes
S08649,11.20,85.20,64.20,Yes
S08650,4.40,59.40,58.40,Yes
S08651,4.60,96.60,69.40,Yes
S08652,12.80,61.80,35.10,No
S08653,12.80,91.60,52.60,Yes
S08654,9.30,96.40,72.10,No
S08655,13.90,86.60,67.80,Yes
S08656,4.10,,55.00,Yes
S08657,8.20,125.60,66.50,No
S08658,18.20,83.30,90.80,No
S08659,10.30,77.20,200.00,No
S08660,10.60,81.70,79.60,Yes
S08661,21.50,,73.20,No
S08662,3.00,,67.70,Yes
S08663,14.00,71.70,54.70,Yes
S08664,18.30,56.80,65.80,Yes
S08665,8.40,98.30,94.50,No
S08666,14.30,47.70,78.80,Yes
S08667,5.10,80.20,59.60,No
S08668,6.60,81.10,33.60,No
S08669,11.90,72.90,76.40,Yes
S08670,14.00,74.00,79.00,No
S08671,15.60,42.00,56.90,No
S08672,,57.60,55.00,Yes
S08673,9.70,93.70,35.80,No
S08674,16.00,34.20,83.80,nan
S08675,8.30,73.30,58.80,No
S08676,14.50,68.70,68.90,No
S08677,11.00,35.20,48.50,Yes
S08678,12.20,108.80,43.30,No
S08679,12.10,54.40,87.40,No
S08680,2.00,86.00,59.20,No
S08681,4.40,65.60,53.70,Yes
S08682,10.50,58.10,108.50,No
S08683,1.60,70.30,79.80,Yes
S08684,14.20,67.90,54.20,Yes
S08685,14.40,71.30,76.10,Yes
S08686,11.60,59.30,40.90,Yes
S08687,4.40,54.70,60.20,Yes
S08688,16.90,95.10,52.40,Yes
S08689,20.20,75.10,71.30,Yes
S08690,10.70,,89.90,No
S08691,12.60,57.20,39.60,Yes
S08692,11.00,106.50,92.90,Yes
S08693,12.70,73.30,76.20,Yes
S08694,9.40,37.10,50.00,Yes
S08695,9.80,80.50,,No
S08696,14.50,59.70,54.30,No
S08697,21.70,93.20,52.00,Yes
S08698,3.00,95.80,52.50,No
S08699,9.50,93.50,37.80,Yes
S08700,4.10,65.80,62.10,Yes
S08701,18.00,72.70,76.20,Yes
S08702,7.10,80.00,56.40,Yes
S08703,2.80,92.90,69.50,No
S08704,13.20,54.20,81.90,Yes
S08705,18.70,76.90,42.60,Yes
S08706,,112.40,55.00,No
S08707,11.00,64.30,42.40,Yes
S08708,12.00,74.50,44.00,No
S08709,17.10,127.30,85.40,Yes
S08710,5.60,70.20,57.40,No
S08711,9.40,44.20,71.90,Yes
S08712,7.70,73.90,67.50,No
S08713,4.20,108.50,75.60,No
S08714,8.40,96.10,67.20,Yes
S08715,15.50,55.40,66.60,Yes
S08716,,83.30,,No
S08717,13.20,71.50,65.50,Yes
S08718,10.70,91.20,65.40,Yes
S08719,12.60,62.70,50.90,Yes
S08720,6.00,84.90,34.00,Yes
S08721,8.50,113.20,68.70,No
S08722,11.00,22.80,83.40,No
S08723,11.40,86.90,38.50,Yes
S08724,11.60,101.40,62.50,Yes
S08725,9.30,43.90,,Yes
S08726,8.10,60.60,74.70,No
S08727,,67.10,82.80,No
S08728,14.50,60.40,63.50,No
S08729,12.10,58.90,74.40,nan
S08730,8.80,67.50,66.00,No
S08731,7.70,92.00,50.40,No
S08732,9.30,104.80,63.00,No
S08733,11.50,101.10,64.60,No
S08734,0.60,94.90,62.80,Yes
S08735,2.20,111.60,70.60,Yes
S08736,6.80,115.60,67.00,Yes
S08737,11.00,78.30,62.10,No
S08738,8.80,103.60,55.40,No
S08739,17.40,83.50,72.50,Yes
S08740,2.60,70.70,71.50,No
S08741,6.20,74.00,67.70,Yes
S08742,17.60,95.30,52.60,No
S08743,10.70,104.30,48.00,No
S08744,14.40,,75.10,nan
S08745,20.30,67.10,51.60,No
S08746,6.50,65.20,59.90,No
S08747,9.50,37.90,200.00,Yes
S08748,8.60,82.20,71.60,No
S08749,0.20,80.90,46.40,Yes
S08750,8.40,54.10,45.60,No
S08751,14.40,84.50,50.20,No
S08752,12.70,84.10,71.40,Yes
S08753,13.10,45.30,61.80,Yes
S08754,8.10,68.60,55.50,No
S08755,6.70,103.20,89.80,No
S08756,16.30,62.30,72.80,Yes
S08757,7.50,75.40,35.10,No
S08758,11.50,78.20,51.90,Yes
S08759,10.80,74.50,35.30,No
S08760,17.30,88.80,57.80,Yes
S08761,14.90,,80.50,No
S08762,3.50,100.30,68.70,No
S08763,4.10,68.70,61.50,No
S08764,12.90,85.50,57.90,Yes
S08765,9.70,91.80,69.80,No
S08766,7.70,72.60,39.60,No
S08767,15.10,60.60,63.20,nan
S08768,10.90,77.90,67.50,Yes
S08769,10.30,62.90,45.90,No
S08770,13.90,60.90,51.70,No
S08771,8.10,79.40,94.50,No
S08772,17.80,,72.90,Yes
S08773,6.10,78.50,39.40,No
S08774,13.30,44.00,53.70,No
S08775,17.20,71.50,,No
S08776,3.10,29.80,99.60,No
S08777,8.30,54.10,78.40,No
S08778,15.70,,81.30,No
S08779,15.80,99.30,71.00,Yes
S08780,9.10,85.70,50.20,No
S08781,6.30,,88.90,Yes
S08782,14.80,67.50,77.80,No
S08783,15.90,70.00,84.10,No
S08784,4.20,101.10,90.50,No
S08785,4.00,52.90,88.30,Yes
S08786,,60.50,64.80,No
S08787,13.10,96.30,69.10,Yes
S08788,8.50,68.10,67.90,Yes
S08789,13.40,113.80,78.90,No
S08790,6.40,88.80,70.00,Yes
S08791,-0.60,98.10,67.20,Yes
S08792,7.90,42.50,,Yes
S08793,10.30,96.20,62.80,Yes
S08794,8.60,58.00,69.50,Yes
S08795,4.20,89.30,84.50,No
S08796,0.90,67.70,50.70,No
S08797,7.40,79.50,66.10,No
S08798,14.50,52.90,70.20,No
S08799,16.30,40.60,89.80,No
S08800,15.90,78.00,58.50,No
S08801,5.90,69.10,53.30,Yes
S08802,4.20,57.10,87.60,No
S08803,12.50,41.40,72.60,No
S08804,13.20,21.50,58.70,Yes
S08805,12.00,85.50,80.80,No
S08806,-0.10,69.90,36.90,Yes
S08807,,62.90,64.20,Yes
S08808,9.90,79.30,69.40,Yes
S08809,12.40,,73.80,Yes
S08810,13.80,80.40,52.60,No
S08811,10.70,66.10,52.40,No
S08812,11.70,117.60,88.10,No
S08813,10.40,62.30,65.20,Yes
S08814,13.40,46.80,67.40,Yes
S08815,11.60,77.00,54.10,Yes
S08816,10.30,69.90,51.20,Yes
S08817,8.70,93.90,56.50,No
S08818,10.40,64.50,82.90,No
S08819,12.40,71.70,55.70,nan
S08820,11.30,57.70,61.50,No
S08821,11.90,91.20,,Yes
S08822,16.70,77.90,97.00,Yes
S08823,11.30,69.50,43.00,No
S08824,6.80,72.00,33.10,Yes
S08825,14.40,74.60,54.30,Yes
S08826,3.20,46.30,50.30,Yes
S08827,4.60,98.30,72.20,No
S08828,11.70,97.10,64.80,No
S08829,12.60,75.80,63.10,Yes
S08830,3.80,73.70,78.20,Yes
S08831,8.10,55.10,33.10,Yes
S08832,7.00,109.50,55.70,No
S08833,7.60,104.70,63.30,Yes
S08834,14.70,,80.50,No
S08835,13.50,91.40,64.10,No
S08836,9.90,99.60,71.20,No
S08837,7.30,95.50,60.10,Yes
S08838,3.30,57.90,64.40,No
S08839,17.10,68.80,60.60,Yes
S08840,,84.40,61.50,No
S08841,6.50,79.10,66.10,No
S08842,13.60,90.10,86.70,No
S08843,9.60,87.90,71.20,Yes
S08844,8.60,79.90,61.90,No
S08845,12.20,22.90,73.20,No
S08846,6.30,98.50,67.70,Yes
S08847,8.30,91.80,73.80,Yes
S08848,10.60,116.40,59.10,Yes
S08849,7.50,65.50,72.40,Yes
S08850,13.30,38.10,72.70,No
S08851,19.30,,43.70,Yes
S08852,6.20,84.10,59.20,No
S08853,1.70,66.20,62.40,No
S08854,0.00,102.40,60.10,No
S08855,9.20,61.80,49.60,No
S08856,6.70,73.00,27.90,No
S08857,11.00,70.10,80.40,No
S08858,10.70,130.50,32.50,No
S08859,2.00,56.90,94.70,No
S08860,0.90,86.70,61.50,Yes
S08861,11.50,51.00,55.00,No
S08862,10.70,81.90,41.70,No
S08863,7.90,55.90,40.10,Yes
S08864,1.70,97.00,51.60,Yes
S08865,12.40,93.20,67.90,Yes
S08866,16.40,,86.20,No
S08867,11.40,47.20,41.80,nan
S08868,5.80,73.90,70.40,No
S08869,10.20,,37.20,No
S08870,3.20,91.60,51.40,Yes
S08871,15.30,57.00,72.50,Yes
S08872,10.40,98.10,49.70,Yes
S08873,1.20,94.30,88.20,No
S08874,8.50,47.50,76.30,Yes
S08875,12.30,70.60,72.40,Yes
S08876,8.30,74.00,56.60,No
S08877,8.60,95.10,52.00,Yes
S08878,3.90,61.30,58.10,No
S08879,12.80,79.20,68.70,No
S08880,6.80,97.00,68.70,Yes
S08881,-0.80,80.00,52.70,nan
S08882,8.10,37.90,54.10,Yes
S08883,14.90,65.10,41.80,Yes
S08884,8.10,93.10,99.20,No
S08885,18.70,90.60,51.50,No
S08886,12.10,30.00,39.70,No
S08887,11.70,79.00,,No
S08888,9.40,93.90,54.90,No
S08889,9.70,85.80,,Yes
S08890,8.70,88.10,63.40,Yes
S08891,8.50,116.20,62.20,Yes
S08892,12.70,74.10,75.90,No
S08893,5.30,81.10,73.80,Yes
S08894,4.60,56.20,51.50,No
S08895,4.40,62.30,,nan
S08896,20.20,68.40,66.00,No
S08897,12.70,92.00,56.10,Yes
S08898,11.50,60.00,86.40,No
S08899,4.70,99.70,53.30,Yes
S08900,13.10,53.10,56.30,Yes
S08901,9.40,87.80,57.90,No
S08902,11.10,86.00,78.90,Yes
S08903,5.10,80.10,81.30,No
S08904,10.80,94.70,85.30,Yes
S08905,7.90,60.10,,No
S08906,6.20,65.70,63.50,No
S08907,13.70,55.70,79.40,No
S08908,2.30,75.20,70.60,Yes
S08909,12.80,72.60,63.10,No
S08910,13.40,92.10,58.00,nan
S08911,5.60,82.70,62.40,Yes
S08912,5.90,88.80,57.80,Yes
S08913,8.90,71.10,71.20,No
S08914,,83.10,61.80,No
S08915,9.20,111.30,72.30,Yes
S08916,12.20,48.10,72.60,No
S08917,18.80,38.20,65.10,No
S08918,7.50,87.70,58.20,No
S08919,1.40,58.00,51.40,Yes
S08920,14.10,47.40,63.40,nan
S08921,18.40,85.70,69.40,Yes
S08922,12.00,54.90,44.50,No
S08923,4.60,105.80,38.30,No
S08924,9.40,78.10,,Yes
S08925,4.40,70.90,51.60,Yes
S08926,13.20,58.60,80.10,No
S08927,3.20,79.30,84.60,Yes
S08928,8.50,43.20,49.80,No
S08929,5.00,25.60,39.50,Yes
S08930,10.60,43.90,,Yes
S08931,8.20,97.70,68.10,Yes
S08932,10.90,56.50,70.90,No
S08933,10.10,46.30,76.50,No
S08934,5.10,73.20,58.70,No
S08935,13.10,119.50,62.00,Yes
S08936,9.80,96.80,77.20,No
S08937,5.10,59.00,71.70,Yes
S08938,21.20,58.60,95.70,Yes
S08939,12.40,59.10,69.40,Yes
S08940,9.20,56.80,68.80,Yes
S08941,17.10,85.90,78.20,nan
S08942,19.20,68.30,96.00,No
S08943,9.30,52.70,75.70,No
S08944,11.70,,60.70,No
S08945,5.10,121.00,55.10,Yes
S08946,9.30,89.80,67.40,No
S08947,9.00,57.90,48.50,No
S08948,10.90,99.20,74.70,Yes
S08949,11.70,52.00,69.50,No
S08950,12.80,72.30,72.80,Yes
S08951,11.20,70.10,38.30,Yes
S08952,3.90,78.60,85.20,Yes
S08953,,56.20,48.20,Yes
S08954,,77.60,46.10,No
S08955,8.60,40.00,34.70,Yes
S08956,15.30,67.50,55.90,No
S08957,4.20,101.70,67.30,No
S08958,8.20,95.50,63.50,Yes
S08959,14.80,61.10,75.40,Yes
S08960,,44.50,84.10,No
S08961,12.30,31.30,85.40,No
S08962,9.30,87.30,61.20,Yes
S08963,11.30,80.60,62.80,Yes
S08964,8.90,82.70,62.90,Yes
S08965,13.30,108.80,58.80,No
S08966,2.30,78.10,95.40,No
S08967,8.20,79.60,69.70,Yes
S08968,11.50,47.10,72.60,Yes
S08969,12.70,107.50,75.20,No
S08970,17.50,71.70,83.20,Yes
S08971,8.00,58.70,61.60,Yes
S08972,17.40,79.20,72.70,Yes
S08973,6.70,115.00,73.80,Yes
S08974,16.60,117.70,41.60,No
S08975,14.10,55.60,57.70,No
S08976,,98.50,62.50,No
S08977,11.50,81.70,79.80,Yes
S08978,9.70,94.80,117.40,Yes
S08979,13.10,80.50,58.40,Yes
S08980,8.90,87.30,57.80,No
S08981,8.50,101.40,71.60,Yes
S08982,16.80,40.00,39.10,No
S08983,9.50,82.20,38.20,Yes
S08984,14.10,51.60,62.90,No
S08985,8.90,65.70,56.90,Yes
S08986,18.30,75.00,81.80,No
S08987,6.60,54.80,59.40,Yes
S08988,6.90,63.40,45.40,Yes
S08989,17.60,47.00,49.70,Yes
S08990,7.80,63.10,,No
S08991,18.00,85.20,54.10,nan
S08992,14.50,92.30,59.80,Yes
S08993,9.20,59.60,60.50,No
S08994,0.90,101.60,56.30,Yes
S08995,9.90,86.50,69.60,Yes
S08996,10.50,103.70,91.60,Yes
S08997,15.80,39.60,73.30,No
S08998,17.90,81.20,,Yes
S08999,6.60,87.20,50.50,No
S09000,14.00,40.60,70.60,Yes
S09001,13.80,123.30,85.50,Yes
S09002,15.40,62.30,61.50,Yes
S09003,12.50,85.90,64.90,Yes
S09004,,93.50,76.50,No
S09005,9.20,77.00,87.90,Yes
S09006,4.20,102.70,82.80,Yes
S09007,9.00,114.90,46.00,No
S09008,14.90,52.80,70.00,No
S09009,11.50,77.30,55.90,nan
S09010,15.70,,60.20,Yes
S09011,11.70,42.30,45.40,No
S09012,3.50,96.30,61.00,No
S09013,-2.60,109.10,52.20,nan
S09014,10.70,100.70,62.60,No
S09015,8.90,83.80,72.40,Yes
S09016,5.10,105.80,69.20,Yes
S09017,1.50,82.10,78.30,Yes
S09018,6.30,48.60,57.70,nan
S09019,,64.60,39.70,No
S09020,13.30,69.90,89.00,nan
S09021,10.90,73.70,73.20,No
S09022,18.00,73.10,73.90,No
S09023,4.80,68.20,73.10,No
S09024,14.40,79.40,68.90,No
S09025,10.20,105.10,79.90,Yes
S09026,13.50,79.30,55.20,Yes
S09027,7.80,87.60,76.80,No
S09028,15.40,31.10,70.30,Yes
S09029,11.50,77.50,67.00,Yes
S09030,6.60,96.70,57.60,No
S09031,9.90,99.90,68.80,No
S09032,8.80,97.90,61.90,Yes
S09033,12.40,81.10,77.80,No
S09034,4.10,83.30,58.10,No
S09035,,61.50,49.50,Yes
